"base_asset_id","base_exchange_symbol","market_pair_count_observed","market_observation_count_observed","current_candidate_count","current_candidate_ids","current_candidate_names","pair_count_status","observation_count_status","exchange_symbol_status","candidate_json_parse_status","candidate_json_count_status","candidate_id_set_status","candidate_json_sha256_status","source_mapping_approved","cfa_mapping_decision","cfa_mapping_review_state"
"JITOSOL","JITOSOL","3","147","1","jito-staked-sol","Jito Staked SOL","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"CMETH","CMETH","2","59","1","mantle-restaked-eth","Mantle Restaked ETH","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"ZEUR","EUR","6","260394","0","","","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_NO_CURRENT_CANDIDATE"
"XXDG","XDG","8","257958","0","","","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_NO_CURRENT_CANDIDATE"
"ZGBP","GBP","1","100086","0","","","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_NO_CURRENT_CANDIDATE"
"OM","OM","2","48261","0","","","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_NO_CURRENT_CANDIDATE"
"ZAUD","AUD","2","47385","0","","","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_NO_CURRENT_CANDIDATE"
"GST","GST","2","13880","0","","","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_NO_CURRENT_CANDIDATE"
"REPV2","REPV2","2","10713","0","","","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_NO_CURRENT_CANDIDATE"
"FXS","FXS","2","10205","0","","","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_NO_CURRENT_CANDIDATE"
"AVAAI","AVAAI","2","10132","0","","","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_NO_CURRENT_CANDIDATE"
"LUNA2","LUNA2","2","10067","0","","","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_NO_CURRENT_CANDIDATE"
"APENFT","APENFT","2","8077","0","","","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_NO_CURRENT_CANDIDATE"
"IP","IP","2","7736","0","","","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_NO_CURRENT_CANDIDATE"
"KINT","KINT","2","5036","0","","","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_NO_CURRENT_CANDIDATE"
"HPOS10I","HPOS10I","2","4758","0","","","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_NO_CURRENT_CANDIDATE"
"CQT","CQT","2","4542","0","","","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_NO_CURRENT_CANDIDATE"
"SDN","SDN","2","2479","0","","","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_NO_CURRENT_CANDIDATE"
"VELODROME","VELODROME","2","2262","0","","","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_NO_CURRENT_CANDIDATE"
"INTR","INTR","2","832","0","","","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_NO_CURRENT_CANDIDATE"
"TERM","TERM","2","778","0","","","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_NO_CURRENT_CANDIDATE"
"CSM","CSM","2","589","0","","","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_NO_CURRENT_CANDIDATE"
